,s_2_12,s_14_21,s_14_20,s_14_19,s_14_18,s_14_17,s_14_16,s_14_15,s_14_14,s_14_13,s_9_13,s_9_14,s_9_15,s_9_16,s_9_17,s_9_18,s_9_19,s_9_20,s_8_21,s_8_20,s_8_19,s_8_18,s_12_12,s_13_12,s_14_12,s_15_12,s_7_13,s_7_14,s_7_15,s_7_16,s_9_21,s_7_17,s_7_19,s_13_14,s_7_21,s_8_13,s_8_14,s_8_15,s_8_16,s_8_17,s_7_18,s_10_13,s_10_14,s_10_15,s_11_20,s_11_21,s_13_21,s_12_13,s_12_14,s_12_15,s_12_16,s_12_17,s_11_19,s_12_18,s_12_20,s_12_21,s_13_20,s_13_19,s_13_18,s_13_17,s_13_16,s_13_15,s_12_19,s_11_12,s_11_18,s_11_16,s_10_16,s_10_17,s_10_18,s_10_19,s_10_20,s_10_21,s_15_21,s_15_20,s_11_17,s_15_19,s_15_17,s_15_16,s_15_15,s_15_14,s_15_13,s_11_13,s_11_14,s_11_15,s_15_18,s_10_12,s_7_20,s_8_12,s_3_14,s_3_15,s_3_16,s_3_17,s_3_18,s_3_19,s_3_20,s_3_13,s_3_21,s_4_14,s_4_15,s_4_16,s_4_17,s_4_18,s_9_12,s_4_19,s_4_13,s_4_20,s_1_21,s_1_19,s_2_13,s_2_14,s_2_15,s_2_16,s_2_17,s_2_18,s_2_19,s_1_20,s_2_20,s_1_12,s_1_13,s_1_14,s_1_15,s_1_16,s_1_17,s_1_18,s_2_21,s_4_21,s_13_13,s_5_16,s_5_21,s_5_20,s_5_19,s_5_18,s_5_17,s_4_12,s_5_15,s_5_12,s_6_12,s_6_13,s_3_12,s_6_15,s_6_14,s_7_12,s_6_21,s_6_20,s_6_19,s_6_18,s_6_17,s_6_16,s_5_13,s_5_14,s_14_28,s_13_29,s_14_26,s_14_29,s_13_30,s_14_27,s_13_28,s_14_30,s_13_26,s_13_25,s_13_23,s_13_22,s_14_25,s_14_22,s_14_23,s_13_27,s_10_31,s_6_31,s_3_31,s_11_31,s_12_31,s_13_31,s_14_31,s_15_31,s_1_24,s_8_31,s_15_23,s_15_22,s_15_30,s_15_29,s_15_28,s_15_26,s_14_24,s_15_25,s_1_23,s_1_31,s_1_30,s_1_29,s_1_28,s_1_27,s_1_26,s_1_25,s_1_22,s_7_31,s_9_31,s_5_31,s_4_31,s_15_24,s_15_27,s_13_24,s_12_22,s_4_22,s_4_23,s_5_22,s_5_23,s_5_24,s_5_25,s_5_26,s_5_27,s_5_28,s_5_29,s_5_30,s_6_24,s_6_25,s_6_26,s_6_27,s_6_28,s_6_29,s_6_30,s_6_22,s_6_23,s_7_22,s_4_30,s_4_29,s_4_28,s_4_27,s_12_23,s_2_24,s_2_25,s_2_26,s_2_27,s_2_28,s_2_29,s_2_30,s_2_31,s_2_22,s_7_23,s_2_23,s_3_23,s_3_24,s_3_25,s_3_26,s_3_27,s_3_28,s_3_29,s_3_30,s_4_24,s_4_26,s_3_22,s_7_24,s_4_25,s_7_26,s_10_28,s_10_29,s_10_30,s_10_22,s_10_23,s_11_22,s_11_23,s_11_24,s_11_25,s_11_26,s_11_28,s_11_29,s_11_30,s_12_24,s_12_25,s_12_26,s_12_27,s_12_28,s_12_29,s_7_25,s_12_30,s_10_27,s_10_26,s_11_27,s_10_24,s_7_28,s_10_25,s_7_29,s_7_30,s_8_24,s_8_25,s_8_26,s_7_27,s_8_28,s_8_29,s_8_30,s_8_27,s_9_27,s_9_29,s_8_22,s_9_28,s_9_26,s_9_25,s_9_30,s_9_23,s_9_22,s_8_23,s_9_24,s_8_8,s_9_3,s_8_10,s_9_4,s_8_9,s_7_10,s_8_4,s_8_6,s_8_5,s_7_9,s_8_3,s_8_7,s_9_5,s_10_7,s_9_7,s_9_8,s_9_9,s_9_10,s_10_3,s_10_4,s_10_5,s_10_6,s_10_8,s_10_9,s_10_10,s_7_8,s_11_3,s_9_6,s_7_7,s_5_3,s_7_5,s_11_4,s_4_5,s_4_7,s_4_8,s_4_9,s_4_10,s_4_11,s_5_4,s_5_5,s_5_6,s_5_7,s_5_8,s_5_9,s_5_10,s_5_11,s_6_2,s_6_3,s_6_4,s_6_5,s_6_6,s_6_7,s_6_8,s_6_9,s_6_10,s_6_11,s_7_3,s_7_4,s_7_6,s_11_5,s_10_11,s_11_7,s_15_8,s_15_9,s_15_10,s_7_2,s_8_2,s_9_2,s_10_2,s_11_2,s_12_2,s_13_2,s_14_2,s_15_2,s_7_11,s_8_11,s_9_11,s_11_11,s_12_11,s_13_11,s_14_11,s_15_11,s_1_6,s_1_7,s_1_8,s_1_9,s_1_10,s_1_11,s_4_4,s_15_7,s_15_6,s_15_5,s_15_4,s_11_8,s_11_9,s_11_10,s_12_3,s_12_4,s_12_5,s_12_6,s_12_7,s_12_8,s_12_9,s_12_10,s_13_3,s_13_4,s_11_6,s_13_5,s_13_7,s_13_8,s_13_9,s_13_10,s_14_3,s_14_4,s_14_5,s_14_6,s_14_7,s_14_8,s_14_9,s_14_10,s_15_3,s_13_6,s_4_3,s_4_6,s_2_8,s_2_5,s_2_9,s_2_10,s_2_11,s_3_11,s_3_10,s_2_7,s_2_6,s_3_5,s_3_6,s_3_7,s_3_8,s_3_9,s_3_4,s_10_33,s_10_35,s_10_36,s_9_40,s_9_39,s_10_34,s_3_34,s_10_37,s_10_38,s_10_39,s_10_40,s_11_33,s_11_34,s_11_35,s_11_36,s_11_37,s_11_38,s_11_39,s_11_40,s_12_33,s_12_34,s_9_38,s_9_37,s_8_40,s_9_35,s_6_34,s_6_35,s_6_36,s_6_37,s_6_38,s_6_39,s_6_40,s_6_41,s_7_33,s_7_34,s_7_35,s_7_36,s_9_36,s_7_37,s_7_39,s_7_40,s_8_33,s_8_34,s_8_35,s_8_36,s_8_37,s_8_38,s_8_39,s_12_35,s_9_33,s_9_34,s_7_38,s_12_36,s_13_36,s_12_38,s_9_32,s_10_32,s_11_32,s_12_32,s_13_32,s_14_32,s_15_32,s_7_32,s_7_41,s_8_41,s_9_41,s_10_41,s_11_41,s_12_41,s_13_41,s_14_41,s_15_41,s_1_32,s_1_33,s_1_34,s_1_35,s_1_36,s_1_37,s_8_32,s_12_37,s_15_40,s_3_33,s_12_39,s_12_40,s_13_33,s_13_34,s_13_35,s_6_33,s_13_37,s_13_38,s_13_39,s_13_40,s_14_33,s_14_34,s_14_35,s_14_36,s_14_37,s_14_38,s_14_39,s_14_40,s_15_33,s_15_34,s_15_35,s_15_36,s_15_37,s_15_39,s_6_32,s_15_38,s_5_33,s_3_32,s_3_39,s_3_38,s_3_37,s_3_36,s_3_35,s_4_35,s_5_32,s_4_39,s_4_38,s_2_38,s_4_37,s_5_34,s_4_36,s_4_40,s_4_33,s_4_34,s_2_34,s_5_35,s_5_36,s_5_37,s_5_38,s_5_39,s_5_40,s_2_32,s_2_33,s_4_32,s_2_35,s_2_36,s_2_37,s_16_16,s_16_15,s_18_17,s_16_13,s_16_17,s_18_20,s_16_14,s_16_18,s_18_19,s_16_20,s_16_21,s_18_13,s_18_14,s_18_18,s_18_15,s_17_12,s_18_12,s_19_12,s_20_12,s_21_12,s_18_16,s_16_19,s_16_12,s_19_21,s_21_21,s_20_13,s_22_14,s_22_15,s_22_16,s_22_17,s_22_18,s_22_19,s_22_20,s_22_21,s_18_21,s_22_12,s_19_13,s_19_14,s_19_15,s_19_16,s_19_17,s_19_18,s_19_19,s_19_20,s_20_14,s_20_15,s_20_16,s_20_17,s_21_20,s_21_19,s_21_17,s_21_16,s_21_15,s_21_14,s_21_13,s_17_20,s_17_19,s_17_21,s_17_18,s_17_16,s_17_15,s_17_14,s_17_13,s_22_13,s_20_21,s_20_20,s_20_19,s_20_18,s_17_17,s_21_18,s_17_28,s_17_22,s_22_23,s_22_22,s_22_30,s_22_29,s_22_28,s_22_27,s_22_26,s_22_25,s_22_24,s_17_24,s_17_25,s_17_26,s_17_27,s_17_29,s_17_30,s_17_23,s_19_24,s_22_31,s_21_29,s_21_24,s_21_25,s_21_26,s_21_27,s_21_28,s_17_31,s_21_30,s_21_22,s_21_23,s_16_24,s_20_23,s_16_25,s_18_31,s_19_31,s_20_31,s_21_31,s_16_31,s_16_23,s_16_22,s_16_30,s_16_29,s_16_28,s_16_26,s_16_27,s_20_22,s_20_29,s_18_23,s_18_22,s_18_30,s_18_29,s_18_28,s_18_27,s_18_26,s_18_25,s_18_24,s_19_25,s_20_30,s_19_26,s_19_28,s_19_29,s_19_30,s_19_22,s_19_23,s_20_24,s_20_25,s_20_26,s_20_27,s_20_28,s_19_27,s_22_3,s_16_3,s_21_2,s_21_3,s_21_4,s_21_5,s_21_6,s_21_7,s_21_8,s_21_9,s_21_10,s_21_1,s_21_11,s_22_11,s_16_2,s_20_5,s_20_1,s_19_6,s_19_7,s_19_8,s_19_9,s_22_9,s_20_2,s_20_3,s_20_4,s_16_1,s_20_6,s_20_7,s_20_8,s_19_5,s_20_9,s_22_4,s_22_5,s_22_6,s_20_11,s_19_11,s_18_11,s_17_11,s_22_7,s_19_1,s_18_1,s_17_1,s_22_10,s_20_10,s_19_4,s_19_10,s_19_2,s_17_10,s_17_9,s_17_8,s_17_7,s_17_6,s_17_5,s_17_4,s_17_3,s_17_2,s_16_11,s_16_10,s_16_9,s_16_8,s_16_7,s_16_6,s_16_5,s_16_4,s_18_2,s_19_3,s_22_8,s_18_10,s_18_9,s_18_8,s_18_7,s_18_6,s_18_5,s_18_4,s_18_3,s_21_34,s_19_37,s_21_42,s_21_32,s_21_41,s_21_40,s_21_39,s_21_38,s_21_37,s_21_36,s_21_35,s_22_32,s_21_33,s_22_40,s_16_38,s_16_32,s_19_36,s_19_35,s_19_34,s_19_33,s_18_41,s_18_40,s_18_39,s_18_38,s_18_37,s_18_36,s_18_35,s_18_34,s_19_38,s_18_33,s_17_40,s_17_39,s_17_38,s_17_37,s_17_36,s_17_35,s_17_34,s_17_33,s_16_42,s_16_41,s_16_40,s_16_39,s_17_41,s_19_39,s_19_40,s_19_41,s_16_33,s_16_34,s_16_35,s_22_39,s_22_38,s_22_37,s_20_42,s_19_42,s_18_42,s_17_42,s_20_32,s_19_32,s_18_32,s_17_32,s_22_36,s_22_35,s_22_34,s_22_33,s_20_41,s_20_40,s_20_39,s_20_38,s_20_37,s_20_36,s_16_36,s_20_34,s_20_33,s_16_37,s_20_35
87100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
87612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
