name,block,x,y
s_20_28,C_r,-13020.666602958101,-35604.3089123308
s_20_29,C_r,-13019.8613479581,-35604.2042291808
s_20_30,C_r,-13019.104408258101,-35604.0834409308
s_20_22,C_r,-13024.685387979,-35604.4737189842
s_20_23,C_r,-13024.0647790581,-35604.4860684308
s_21_13,C_l,-13030.804763408101,-35604.8613389308
s_21_14,C_l,-13030.023666058101,-35605.022389930804
s_21_15,C_l,-13029.250621258101,-35605.1834409308
s_21_16,C_l,-13028.432049428999,-35605.3539094102
s_21_17,C_l,-13027.634846979,-35605.4908027602
s_21_18,C_l,-13026.9475919581,-35605.5297005808
s_21_19,C_l,-13026.311440508101,-35605.537753130804
s_21_20,C_l,-13025.7638671081,-35605.537753130804
s_21_21,C_l,-13025.265171579,-35605.5495613342
s_21_24,C_r,-13023.4447327081,-35605.6021735308
s_21_25,C_r,-13022.864949108101,-35605.6021735308
s_21_26,C_r,-13022.299607478999,-35605.6101688521
s_21_27,C_r,-13021.542667778998,-35605.5457484521
s_21_28,C_r,-13020.666602958101,-35605.4089123308
s_21_29,C_r,-13019.8613479581,-35605.3042291808
s_21_30,C_r,-13019.104408258101,-35605.1834409308
s_21_22,C_r,-13024.685387979,-35605.5737189842
s_21_23,C_r,-13024.0647790581,-35605.5860684308
s_16_13,C_l,-13030.804763408101,-35599.2613389308
s_16_14,C_l,-13030.023666058101,-35599.4223899308
s_16_15,C_l,-13029.250621258101,-35599.5834409308
s_16_16,C_l,-13028.432049428999,-35599.7539094102
s_16_17,C_l,-13027.634846979,-35599.8908027602
s_16_18,C_l,-13026.9475919581,-35599.929700580804
s_16_19,C_l,-13026.311440508101,-35599.9377531308
s_16_20,C_l,-13025.7638671081,-35599.9377531308
s_16_21,C_l,-13025.265171579,-35599.9495613342
s_16_24,C_r,-13023.4447327081,-35600.002173530804
s_16_25,C_r,-13022.864949108101,-35600.002173530804
s_16_26,C_r,-13022.299607478999,-35600.0101688521
s_16_27,C_r,-13021.542667778998,-35599.9457484521
s_16_28,C_r,-13020.666602958101,-35599.8089123308
s_16_29,C_r,-13019.8613479581,-35599.7042291808
s_16_30,C_r,-13019.104408258101,-35599.5834409308
s_16_22,C_r,-13024.685387979,-35599.9737189842
s_16_23,C_r,-13024.0647790581,-35599.9860684308
s_16_12,C_l,-13031.604984828899,-35599.204080726
s_16_31,C_r,-13018.372767602701,-35599.4271183058
s_17_12,C_l,-13031.604984828899,-35600.3719881949
s_18_12,C_l,-13031.604984828899,-35601.5061215914
s_19_12,C_l,-13031.604984828899,-35602.640254988
s_20_12,C_l,-13031.604984828899,-35603.725710601604
s_21_12,C_l,-13031.604984828899,-35604.8273921428
s_21_31,C_r,-13018.366995478998,-35604.8866492651
s_20_31,C_r,-13018.366995478998,-35603.829589025
s_19_31,C_r,-13018.366995478998,-35602.6964697489
s_18_31,C_r,-13018.366995478998,-35601.639409508796
s_17_31,C_r,-13018.366995478998,-35600.5823492687
s_3_4,B_l,-13036.7214082414,-35580.3244916169
s_3_5,B_l,-13036.0754980593,-35580.6583465449
s_3_6,B_l,-13035.5304980593,-35580.9183465449
s_3_7,B_l,-13035.0179144222,-35581.1610537722
s_3_8,B_l,-13034.4429144222,-35581.416053772205
s_3_9,B_l,-13033.7804980593,-35581.703346544906
s_3_10,B_l,-13033.100498059299,-35582.0083465449
s_3_11,B_l,-13032.3739375951,-35582.2965324824
s_2_5,B_l,-13036.3214195978,-35579.335824309
s_2_6,B_l,-13035.6154980593,-35579.6683465449
s_2_7,B_l,-13034.888044426201,-35579.9873546664
s_2_8,B_l,-13034.193044426202,-35580.2923546664
s_2_9,B_l,-13033.6054980593,-35580.5633465449
s_2_10,B_l,-13032.975498059299,-35580.8333465449
s_2_11,B_l,-13032.3127490296,-35581.1310737381
s_2_32,B_r,-13017.742365111799,-35581.5208923948
s_2_33,B_r,-13017.256122013101,-35581.2149494142
s_2_34,B_r,-13016.8161220131,-35580.9349494142
s_2_35,B_r,-13016.3567525173,-35580.6569432853
s_2_36,B_r,-13015.8367525173,-35580.3669432852
s_2_37,B_r,-13015.3061220131,-35580.0699494142
s_2_38,B_r,-13014.8135606633,-35579.7550845717
s_3_32,B_r,-13017.673061006499,-35582.5267595088
s_3_33,B_r,-13017.096122013101,-35582.2249494142
s_3_34,B_r,-13016.6161220131,-35581.9649494142
s_3_35,B_r,-13016.1764906683,-35581.7102187671
s_3_36,B_r,-13015.7214906682,-35581.4452187671
s_3_37,B_r,-13015.2411220131,-35581.1599494142
s_3_38,B_r,-13014.801122013101,-35580.8849494142
s_3_39,B_r,-13014.369989346398,-35580.6075523284
s_4_3,B_l,-13037.2456501048,-35581.260066356204
s_4_4,B_l,-13036.6404586746,-35581.611170772405
s_4_5,B_l,-13036.076780174599,-35581.973535522404
s_4_6,B_l,-13035.5300613323,-35582.336821915094
s_4_7,B_l,-13034.9019624323,-35582.6186611651
s_4_8,B_l,-13034.2891140746,-35582.8432109224
s_4_9,B_l,-13033.7012779246,-35583.0606297724
s_4_10,B_l,-13033.0490213746,-35583.2941537224
s_4_11,B_l,-13032.3433283123,-35583.546515566
s_5_3,B_l,-13037.6539652604,-35582.2419249771
s_5_4,B_l,-13037.0591912746,-35582.6660548224
s_5_5,B_l,-13036.455250024599,-35583.0686823224
s_5_6,B_l,-13035.7502549719,-35583.522825155604
s_5_7,B_l,-13035.0174729219,-35583.8851899056
s_5_8,B_l,-13034.3293768246,-35584.115513822406
s_5_9,B_l,-13033.661015174599,-35584.3812479724
s_5_10,B_l,-13033.0329162746,-35584.590614272405
s_5_11,B_l,-13032.3674859623,-35584.7923346661
s_4_32,B_r,-13017.749773662299,-35583.62943179
s_4_33,B_r,-13017.2338131746,-35583.3505215724
s_4_34,B_r,-13016.750660174599,-35583.084787422405
s_4_35,B_r,-13016.3158224746,-35582.8512634724
s_4_36,B_r,-13015.906399756,-35582.648359982406
s_4_37,B_r,-13015.415194206002,-35582.382625832404
s_4_38,B_r,-13014.9066262246,-35582.094323772406
s_4_39,B_r,-13014.4315257746,-35581.796379422405
s_4_40,B_r,-13013.896900048201,-35581.4703388638
s_5_32,B_r,-13017.7014583623,-35584.8671983401
s_5_33,B_r,-13017.145235124599,-35584.550351522405
s_5_34,B_r,-13016.6701346746,-35584.2846173724
s_5_35,B_r,-13016.2030867746,-35584.0591459724
s_5_36,B_r,-13015.698468300201,-35583.8167116735
s_5_37,B_r,-13015.1589474502,-35583.4946096735
s_5_38,B_r,-13014.6006293246,-35583.1331027224
s_5_39,B_r,-13014.028898274599,-35582.8029481724
s_5_40,B_r,-13013.436092283,-35582.4521974847
s_6_2,B_l,-13038.2490292506,-35583.2679532055
s_6_3,B_l,-13037.7315658554,-35583.7670918682
s_6_4,B_l,-13037.1265658554,-35584.251091868195
s_6_5,B_l,-13036.5155158554,-35584.668541868195
s_6_6,B_l,-13035.934715855401,-35584.9649918682
s_6_7,B_l,-13035.3297158554,-35585.2130418682
s_6_8,B_l,-13034.6944658554,-35585.4308418682
s_6_9,B_l,-13034.010815855401,-35585.6304918682
s_6_10,B_l,-13033.2666658554,-35585.8119918682
s_6_11,B_l,-13032.4367079277,-35585.9739545281
s_7_3,B_l,-13037.7315658554,-35584.967091868195
s_7_4,B_l,-13037.1265658554,-35585.4510918682
s_7_5,B_l,-13036.5155158554,-35585.8685418682
s_7_6,B_l,-13035.934715855401,-35586.1649918682
s_7_7,B_l,-13035.3297158554,-35586.413041868196
s_7_8,B_l,-13034.6944658554,-35586.630841868195
s_7_9,B_l,-13034.010815855401,-35586.8304918682
s_7_10,B_l,-13033.2666658554,-35587.011991868196
s_8_3,B_l,-13037.7315658554,-35586.1670918682
s_8_4,B_l,-13037.1265658554,-35586.651091868196
s_8_5,B_l,-13036.5155158554,-35587.0685418682
s_8_6,B_l,-13035.934715855401,-35587.3649918682
s_8_7,B_l,-13035.3297158554,-35587.6130418682
s_8_8,B_l,-13034.6944658554,-35587.8308418682
s_8_9,B_l,-13034.010815855401,-35588.0304918682
s_8_10,B_l,-13033.2666658554,-35588.2119918682
s_9_3,B_l,-13037.7315658554,-35587.3670918682
s_9_4,B_l,-13037.1265658554,-35587.8510918682
s_9_5,B_l,-13036.5155158554,-35588.2685418682
s_9_6,B_l,-13035.934715855401,-35588.564991868196
s_9_7,B_l,-13035.3297158554,-35588.8130418682
s_9_8,B_l,-13034.6944658554,-35589.030841868196
s_9_9,B_l,-13034.010815855401,-35589.2304918682
s_9_10,B_l,-13033.2666658554,-35589.4119918682
