name,block,x,y
s_10_3,B_l,-13037.7315658554,-35588.5670918682
s_10_4,B_l,-13037.1265658554,-35589.0510918682
s_10_5,B_l,-13036.5155158554,-35589.4685418682
s_10_6,B_l,-13035.934715855401,-35589.7649918682
s_10_7,B_l,-13035.3297158554,-35590.013041868195
s_10_8,B_l,-13034.6944658554,-35590.2308418682
s_10_9,B_l,-13034.010815855401,-35590.430491868196
s_10_10,B_l,-13033.2666658554,-35590.6119918682
s_11_3,B_l,-13037.7315658554,-35589.7670918682
s_11_4,B_l,-13037.1265658554,-35590.251091868195
s_11_5,B_l,-13036.5155158554,-35590.668541868195
s_11_6,B_l,-13035.934715855401,-35590.9649918682
s_11_7,B_l,-13035.3297158554,-35591.2130418682
s_11_8,B_l,-13034.6944658554,-35591.4308418682
s_11_9,B_l,-13034.010815855401,-35591.6304918682
s_11_10,B_l,-13033.2666658554,-35591.8119918682
s_12_3,B_l,-13037.7315658554,-35590.967091868195
s_12_4,B_l,-13037.1265658554,-35591.4510918682
s_12_5,B_l,-13036.5155158554,-35591.8685418682
s_12_6,B_l,-13035.934715855401,-35592.1649918682
s_12_7,B_l,-13035.3297158554,-35592.413041868196
s_12_8,B_l,-13034.6944658554,-35592.630841868195
s_12_9,B_l,-13034.010815855401,-35592.8304918682
s_12_10,B_l,-13033.2666658554,-35593.011991868196
s_13_3,B_l,-13037.7315658554,-35592.1670918682
s_13_4,B_l,-13037.1265658554,-35592.651091868196
s_13_5,B_l,-13036.5155158554,-35593.0685418682
s_13_6,B_l,-13035.934715855401,-35593.3649918682
s_13_7,B_l,-13035.3297158554,-35593.6130418682
s_13_8,B_l,-13034.6944658554,-35593.8308418682
s_13_9,B_l,-13034.010815855401,-35594.0304918682
s_13_10,B_l,-13033.2666658554,-35594.2119918682
s_14_3,B_l,-13037.7315658554,-35593.3670918682
s_14_4,B_l,-13037.1265658554,-35593.8510918682
s_14_5,B_l,-13036.5155158554,-35594.2685418682
s_14_6,B_l,-13035.934715855401,-35594.564991868196
s_14_7,B_l,-13035.3297158554,-35594.8130418682
s_14_8,B_l,-13034.6944658554,-35595.030841868196
s_14_9,B_l,-13034.010815855401,-35595.2304918682
s_14_10,B_l,-13033.2666658554,-35595.4119918682
s_15_3,B_l,-13037.7315658554,-35594.5670918682
s_15_4,B_l,-13037.1265658554,-35595.0510918682
s_15_5,B_l,-13036.5155158554,-35595.4685418682
s_15_6,B_l,-13035.934715855401,-35595.7649918682
s_15_7,B_l,-13035.3297158554,-35596.013041868195
s_15_8,B_l,-13034.6944658554,-35596.2308418682
s_15_9,B_l,-13034.010815855401,-35596.430491868196
s_15_10,B_l,-13033.2666658554,-35596.6119918682
s_7_2,B_l,-13038.5028968727,-35584.4190024559
s_8_2,B_l,-13038.4924181659,-35585.6240505529
s_9_2,B_l,-13038.4924181659,-35586.832522841
s_10_2,B_l,-13038.4924181659,-35588.0612775387
s_11_2,B_l,-13038.4924181659,-35589.3508794652
s_12_2,B_l,-13038.4924181659,-35590.5390693437
s_13_2,B_l,-13038.4924181659,-35591.7678240414
s_14_2,B_l,-13038.4924181659,-35592.9560139199
s_15_2,B_l,-13038.4924181659,-35594.164486208
s_7_11,B_l,-13032.432896493201,-35587.1726674411
s_8_11,B_l,-13032.4367079277,-35588.3148400683
s_9_11,B_l,-13032.4367079277,-35589.472606332405
s_10_11,B_l,-13032.4367079277,-35590.7064316325
s_11_11,B_l,-13032.4367079277,-35591.9656099447
s_12_11,B_l,-13032.4367079277,-35593.0726701847
s_13_11,B_l,-13032.4367079277,-35594.3064954849
s_14_11,B_l,-13032.4367079277,-35595.489614761
s_15_11,B_l,-13032.4367079277,-35596.6727340371
s_6_32,B_r,-13017.742312498702,-35586.0354596966
s_6_33,B_r,-13017.138873051299,-35585.7677889523
s_6_34,B_r,-13016.458066551299,-35585.4749689523
s_6_35,B_r,-13015.879747051298,-35585.2114309523
s_6_36,B_r,-13015.420314666399,-35584.977644872204
s_6_37,B_r,-13014.915200166399,-35584.6628633722
s_6_38,B_r,-13014.4010060513,-35584.3110094523
s_6_39,B_r,-13013.9471350513,-35584.0328304523
s_6_40,B_r,-13013.4420205513,-35583.7180489523
s_6_41,B_r,-13012.905486931,-35583.3413198859
s_7_33,B_r,-13017.138873051299,-35586.9677889523
s_7_34,B_r,-13016.458066551299,-35586.6749689523
s_7_35,B_r,-13015.879747051298,-35586.4114309523
s_7_36,B_r,-13015.420314666399,-35586.1776448722
s_7_37,B_r,-13014.915200166399,-35585.862863372204
s_7_38,B_r,-13014.4010060513,-35585.5110094523
s_7_39,B_r,-13013.9471350513,-35585.232830452296
s_7_40,B_r,-13013.4420205513,-35584.9180489523
s_8_33,B_r,-13017.138873051299,-35588.1677889523
s_8_34,B_r,-13016.458066551299,-35587.8749689523
s_8_35,B_r,-13015.879747051298,-35587.611430952296
s_8_36,B_r,-13015.420314666399,-35587.377644872206
s_8_37,B_r,-13014.915200166399,-35587.0628633722
s_8_38,B_r,-13014.4010060513,-35586.7110094523
s_8_39,B_r,-13013.9471350513,-35586.4328304523
s_8_40,B_r,-13013.4420205513,-35586.1180489523
s_9_33,B_r,-13017.138873051299,-35589.3677889523
s_9_34,B_r,-13016.458066551299,-35589.0749689523
s_9_35,B_r,-13015.879747051298,-35588.8114309523
s_9_36,B_r,-13015.420314666399,-35588.5776448722
s_9_37,B_r,-13014.915200166399,-35588.262863372205
s_9_38,B_r,-13014.4010060513,-35587.9110094523
s_9_39,B_r,-13013.9471350513,-35587.6328304523
s_9_40,B_r,-13013.4420205513,-35587.3180489523
s_10_33,B_r,-13017.138873051299,-35590.5677889523
s_10_34,B_r,-13016.458066551299,-35590.2749689523
s_10_35,B_r,-13015.879747051298,-35590.0114309523
s_10_36,B_r,-13015.420314666399,-35589.7776448722
s_10_37,B_r,-13014.915200166399,-35589.4628633722
s_10_38,B_r,-13014.4010060513,-35589.1110094523
s_10_39,B_r,-13013.9471350513,-35588.8328304523
s_10_40,B_r,-13013.4420205513,-35588.5180489523
s_11_33,B_r,-13017.138873051299,-35591.7677889523
s_11_34,B_r,-13016.458066551299,-35591.4749689523
s_11_35,B_r,-13015.879747051298,-35591.2114309523
s_11_36,B_r,-13015.420314666399,-35590.977644872204
s_11_37,B_r,-13014.915200166399,-35590.6628633722
s_11_38,B_r,-13014.4010060513,-35590.3110094523
s_11_39,B_r,-13013.9471350513,-35590.0328304523
s_11_40,B_r,-13013.4420205513,-35589.7180489523
s_12_33,B_r,-13017.138873051299,-35592.9677889523
s_12_34,B_r,-13016.458066551299,-35592.6749689523
s_12_35,B_r,-13015.879747051298,-35592.4114309523
s_12_36,B_r,-13015.420314666399,-35592.1776448722
s_12_37,B_r,-13014.915200166399,-35591.862863372204
s_12_38,B_r,-13014.4010060513,-35591.5110094523
s_12_39,B_r,-13013.9471350513,-35591.232830452296
s_12_40,B_r,-13013.4420205513,-35590.9180489523
s_13_33,B_r,-13017.138873051299,-35594.1677889523
s_13_34,B_r,-13016.458066551299,-35593.8749689523
s_13_35,B_r,-13015.879747051298,-35593.611430952296
s_13_36,B_r,-13015.420314666399,-35593.377644872206
s_13_37,B_r,-13014.915200166399,-35593.0628633722
s_13_38,B_r,-13014.4010060513,-35592.7110094523
s_13_39,B_r,-13013.9471350513,-35592.4328304523
s_13_40,B_r,-13013.4420205513,-35592.1180489523
s_14_33,B_r,-13017.138873051299,-35595.3677889523
s_14_34,B_r,-13016.458066551299,-35595.0749689523
s_14_35,B_r,-13015.879747051298,-35594.8114309523
s_14_36,B_r,-13015.420314666399,-35594.5776448722
s_14_37,B_r,-13014.915200166399,-35594.262863372205
s_14_38,B_r,-13014.4010060513,-35593.9110094523
s_14_39,B_r,-13013.9471350513,-35593.6328304523
s_14_40,B_r,-13013.4420205513,-35593.3180489523
s_15_33,B_r,-13017.138873051299,-35596.5677889523
s_15_34,B_r,-13016.458066551299,-35596.2749689523
s_15_35,B_r,-13015.879747051298,-35596.0114309523
s_15_36,B_r,-13015.420314666399,-35595.7776448722
s_15_37,B_r,-13014.915200166399,-35595.4628633722
s_15_38,B_r,-13014.4010060513,-35595.1110094523
s_15_39,B_r,-13013.9471350513,-35594.8328304523
s_15_40,B_r,-13013.4420205513,-35594.5180489523
s_8_32,B_r,-13017.742312498702,-35588.432121863196
s_9_32,B_r,-13017.7378080256,-35589.6050999345
s_10_32,B_r,-13017.7378080256,-35590.8135722226
s_11_32,B_r,-13017.742312498702,-35592.0169739083
s_12_32,B_r,-13017.7378080256,-35593.2558698109
s_13_32,B_r,-13017.7378080256,-35594.413636075
s_14_32,B_r,-13017.7378080256,-35595.571402338996
s_15_32,B_r,-13017.7378080256,-35596.7545216152
s_7_32,B_r,-13017.7378080256,-35587.1881553583
s_7_41,B_r,-13012.5782605256,-35584.4747916012
s_8_41,B_r,-13012.5782605256,-35585.7441111181
s_9_41,B_r,-13012.5782605256,-35586.8917361774
s_10_41,B_r,-13012.5809683774,-35588.1143618096
s_11_41,B_r,-13012.5782605256,-35589.3695279824
s_12_41,B_r,-13012.5782605256,-35590.6185650897
s_13_41,B_r,-13012.5782605256,-35591.9081670163
s_14_41,B_r,-13012.5782605256,-35593.1166393044
s_15_41,B_r,-13012.5809683774,-35594.3189825269
s_16_1,D_l,-13038.6364166479,-35596.957278397
s_16_2,D_l,-13038.0209543195,-35597.1990964016
s_16_3,D_l,-13037.4792373195,-35597.433352401604
s_16_4,D_l,-13036.9594818195,-35597.6529674016
s_16_5,D_l,-13036.3552924097,-35597.8951731851
s_16_6,D_l,-13035.667165409699,-35598.144070185095
s_16_7,D_l,-13034.9756263195,-35598.3337739016
s_16_8,D_l,-13034.3314223195,-35598.524106901605
s_16_9,D_l,-13033.753102819499,-35598.7071194016
s_16_10,D_l,-13033.1015783195,-35598.8828114016
s_16_11,D_l,-13032.3767525596,-35599.094610411405
s_17_2,D_l,-13038.0209543195,-35598.399096401605
s_17_3,D_l,-13037.4792373195,-35598.6333524016
s_17_4,D_l,-13036.9594818195,-35598.8529674016
s_17_5,D_l,-13036.3552924097,-35599.095173185095
s_17_6,D_l,-13035.667165409699,-35599.3440701851
s_17_7,D_l,-13034.9756263195,-35599.5337739016
s_17_8,D_l,-13034.3314223195,-35599.7241069016
s_17_9,D_l,-13033.753102819499,-35599.9071194016
s_17_10,D_l,-13033.1015783195,-35600.082811401604
s_18_2,D_l,-13038.0209543195,-35599.5990964016
s_18_3,D_l,-13037.4792373195,-35599.8333524016
s_18_4,D_l,-13036.9594818195,-35600.0529674016
s_18_5,D_l,-13036.3552924097,-35600.2951731851
s_18_6,D_l,-13035.667165409699,-35600.5440701851
s_18_7,D_l,-13034.9756263195,-35600.7337739016
s_18_8,D_l,-13034.3314223195,-35600.9241069016
s_18_9,D_l,-13033.753102819499,-35601.107119401604
s_18_10,D_l,-13033.1015783195,-35601.2828114016
s_19_2,D_l,-13038.0209543195,-35600.7990964016
s_19_3,D_l,-13037.4792373195,-35601.0333524016
s_19_4,D_l,-13036.9594818195,-35601.252967401604
s_19_5,D_l,-13036.3552924097,-35601.495173185096
s_19_6,D_l,-13035.667165409699,-35601.7440701851
s_19_7,D_l,-13034.9756263195,-35601.933773901605
s_19_8,D_l,-13034.3314223195,-35602.1241069016
s_19_9,D_l,-13033.753102819499,-35602.3071194016
s_19_10,D_l,-13033.1015783195,-35602.4828114016
s_20_2,D_l,-13038.0209543195,-35601.9990964016
s_20_3,D_l,-13037.4792373195,-35602.2333524016
s_20_4,D_l,-13036.9594818195,-35602.4529674016
s_20_5,D_l,-13036.3552924097,-35602.6951731851
s_20_6,D_l,-13035.667165409699,-35602.9440701851
s_20_7,D_l,-13034.9756263195,-35603.1337739016
s_20_8,D_l,-13034.3314223195,-35603.3241069016
s_20_9,D_l,-13033.753102819499,-35603.5071194016
s_20_10,D_l,-13033.1015783195,-35603.6828114016
s_22_7,D_l,-13034.9756263195,-35605.3337739016
s_22_8,D_l,-13034.3314223195,-35605.524106901605
s_22_9,D_l,-13033.753102819499,-35605.7071194016
s_22_10,D_l,-13033.1015783195,-35605.8828114016
s_17_1,D_l,-13038.6364166479,-35598.2063155043
s_18_1,D_l,-13038.6364166479,-35599.4553526116
s_19_1,D_l,-13038.6364166479,-35600.7449545382
s_20_1,D_l,-13038.6364166479,-35601.9331444167
s_17_11,D_l,-13032.3767525596,-35600.2625178803
s_18_11,D_l,-13032.3767525596,-35601.4466512769
s_19_11,D_l,-13032.3767525596,-35602.6307846735
s_20_11,D_l,-13032.3767525596,-35603.766240287005
s_22_6,D_l,-13035.7695206295,-35605.088163171604
s_22_5,D_l,-13036.6512609395,-35604.7620269416
s_22_4,D_l,-13037.5882849395,-35604.4179634416
s_16_32,D_r,-13017.7734852496,-35599.2607855249
s_16_33,D_r,-13017.2631762518,-35599.089554968996
s_16_34,D_r,-13016.7247262518,-35598.914104969
s_16_35,D_r,-13016.2225762518,-35598.768904969
s_16_36,D_r,-13015.732526251799,-35598.629754969
s_16_37,D_r,-13015.242819288302,-35598.4659994775
s_16_38,D_r,-13014.730922726001,-35598.2415562008
s_16_39,D_r,-13014.1702831271,-35597.9570184154
s_16_40,D_r,-13013.5834331271,-35597.6545184154
s_16_41,D_r,-13013.0026331271,-35597.388318415404
s_16_42,D_r,-13012.3648744153,-35597.1304477923
s_17_33,D_r,-13017.2631762518,-35600.289554969
s_17_34,D_r,-13016.7247262518,-35600.114104969
s_17_35,D_r,-13016.2225762518,-35599.968904969
s_17_36,D_r,-13015.732526251799,-35599.829754968996
s_17_37,D_r,-13015.242819288302,-35599.6659994775
s_17_38,D_r,-13014.730922726001,-35599.4415562007
s_17_39,D_r,-13014.1702831271,-35599.1570184154
s_17_40,D_r,-13013.5834331271,-35598.8545184154
s_17_41,D_r,-13013.0026331271,-35598.5883184154
s_18_33,D_r,-13017.2631762518,-35601.389554969
s_18_34,D_r,-13016.7247262518,-35601.214104968996
s_18_35,D_r,-13016.2225762518,-35601.068904969
s_18_36,D_r,-13015.732526251799,-35600.929754969
s_18_37,D_r,-13015.242819288302,-35600.7659994775
s_18_38,D_r,-13014.730922726001,-35600.5415562008
s_18_39,D_r,-13014.1702831271,-35600.2570184154
s_18_40,D_r,-13013.5834331271,-35599.9545184154
s_18_41,D_r,-13013.0026331271,-35599.6883184154
s_19_33,D_r,-13017.2631762518,-35602.489554969
s_19_34,D_r,-13016.7247262518,-35602.314104969
s_19_35,D_r,-13016.2225762518,-35602.168904968996
s_19_36,D_r,-13015.732526251799,-35602.029754969
s_19_38,D_r,-13014.730922726001,-35601.641556200695
s_19_39,D_r,-13014.1702831271,-35601.3570184154
s_19_40,D_r,-13013.5834331271,-35601.0545184154
s_19_41,D_r,-13013.0026331271,-35600.7883184154
s_20_33,D_r,-13017.2631762518,-35603.589554968996
s_20_34,D_r,-13016.7247262518,-35603.414104969
s_20_35,D_r,-13016.2225762518,-35603.268904969
s_20_36,D_r,-13015.732526251799,-35603.129754969
s_20_37,D_r,-13015.242819288302,-35602.9659994775
s_20_38,D_r,-13014.730922726001,-35602.7415562008
s_20_39,D_r,-13014.1702831271,-35602.4570184154
s_20_40,D_r,-13013.5834331271,-35602.1545184154
s_20_41,D_r,-13013.0026331271,-35601.888318415404
s_22_33,D_r,-13017.2631762518,-35605.789554969
s_22_34,D_r,-13016.7247262518,-35605.614104969
s_22_35,D_r,-13016.2225762518,-35605.468904969
s_22_36,D_r,-13015.732526251799,-35605.329754968996
s_17_32,D_r,-13017.7677131259,-35600.4160164878
s_18_32,D_r,-13017.7677131259,-35601.4730767279
s_19_32,D_r,-13017.7677131259,-35602.530136967995
s_20_32,D_r,-13017.7677131259,-35603.6632562441
s_17_42,D_r,-13012.3648744153,-35598.2983552612
s_18_42,D_r,-13012.3648744153,-35599.4162627301
s_19_42,D_r,-13012.3611270375,-35600.6292600258
s_20_42,D_r,-13012.3648744153,-35601.7332073063
s_22_37,D_r,-13015.046853666201,-35605.0863750485
s_22_38,D_r,-13014.119181080501,-35604.6614951281
s_22_39,D_r,-13013.2116810805,-35604.2319451281
s_1_6,B_l,-13035.951388580901,-35578.4797472546
s_1_7,B_l,-13035.299034753001,-35578.842348994505
s_1_8,B_l,-13034.564147466,-35579.2232585569
s_1_9,B_l,-13033.819147466002,-35579.5932585569
s_1_10,B_l,-13033.169034753,-35579.927348994504
s_1_11,B_l,-13032.410705942,-35580.2650261908
s_1_32,B_r,-13017.679517376499,-35580.5013388188
s_1_33,B_r,-13017.074034753,-35580.1473489945
s_1_34,B_r,-13016.568445301598,-35579.799697418304
s_1_35,B_r,-13016.1184453016,-35579.494697418304
s_1_36,B_r,-13015.634034753,-35579.2073489945
s_1_37,B_r,-13015.1525587197,-35578.9181361698
s_22_3,D_l,-13038.5371229792,-35604.1734242519
s_22_11,D_l,-13032.3767525596,-35605.9533774417
s_21_2,D_l,-13038.0209543195,-35603.1990964016
s_21_3,D_l,-13037.4792373195,-35603.433352401604
s_21_4,D_l,-13036.9594818195,-35603.6529674016
s_21_5,D_l,-13036.3552924097,-35603.8951731851
s_21_6,D_l,-13035.667165409699,-35604.144070185095
s_21_7,D_l,-13034.9756263195,-35604.3337739016
s_21_8,D_l,-13034.3314223195,-35604.524106901605
s_21_9,D_l,-13033.753102819499,-35604.7071194016
s_21_10,D_l,-13033.1015783195,-35604.8828114016
s_21_1,D_l,-13038.643650169199,-35603.0257803274
s_21_11,D_l,-13032.3767525596,-35604.9179218282
s_22_32,D_r,-13017.7677131259,-35605.8787887723
s_22_40,D_r,-13012.402848392,-35603.8888911429
s_21_33,D_r,-13017.2631762518,-35604.689554969
s_21_34,D_r,-13016.7247262518,-35604.514104969
s_21_35,D_r,-13016.2225762518,-35604.368904969
s_21_36,D_r,-13015.732526251799,-35604.229754969
s_21_37,D_r,-13015.242819288302,-35604.0659994775
s_21_38,D_r,-13014.730922726001,-35603.8415562007
s_21_39,D_r,-13014.1702831271,-35603.5570184154
s_21_40,D_r,-13013.5834331271,-35603.2545184154
s_21_41,D_r,-13013.0026331271,-35602.9883184154
s_21_32,D_r,-13017.7677131259,-35604.7203164842
s_21_42,D_r,-13012.367383127099,-35602.7474684154
s_1_12,A_l,-13031.577134318799,-35580.5133870193
s_1_13,A_l,-13030.766891506499,-35580.6890706513
s_1_14,A_l,-13029.9768915065,-35580.8440706513
s_1_15,A_l,-13029.2168915065,-35580.9790706513
s_1_16,A_l,-13028.4259457533,-35581.1228068424
s_1_17,A_l,-13027.650945753301,-35581.227806842406
s_1_18,A_l,-13027.016891506499,-35581.2790706513
s_1_19,A_l,-13026.4568915065,-35581.309070651296
s_1_20,A_l,-13025.866891506499,-35581.3440706513
s_1_21,A_l,-13025.275945753301,-35581.3842188905
s_1_22,A_r,-13024.7109457533,-35581.3942188905
s_1_25,A_r,-13022.9218915065,-35581.4390706514
s_1_26,A_r,-13022.317549105801,-35581.4303157463
s_1_27,A_r,-13021.577549105801,-35581.3353157463
s_1_28,A_r,-13020.7618915065,-35581.184070651296
s_1_29,A_r,-13019.9418915065,-35581.0490706514
s_1_30,A_r,-13019.1618915065,-35580.9090706514
s_1_31,A_r,-13018.400945753301,-35580.7546996472
s_1_23,A_r,-13024.121891506498,-35581.4040706513
s_1_24,A_r,-13023.5118915065,-35581.4290706514
s_19_37,D_r,-13015.242819288302,-35601.8659994775
s_22_13,C_l,-13030.804763408101,-35605.9613389308
s_22_14,C_l,-13030.023666058101,-35606.1223899308
s_22_15,C_l,-13029.250621258101,-35606.2834409308
s_22_16,C_l,-13028.432049428999,-35606.4539094102
s_22_17,C_l,-13027.634846979,-35606.5908027602
s_22_18,C_l,-13026.9475919581,-35606.6297005808
s_22_19,C_l,-13026.311440508101,-35606.6377531308
s_22_20,C_l,-13025.7638671081,-35606.6377531308
s_22_21,C_l,-13025.265171579,-35606.6495613342
s_22_24,C_r,-13023.4447327081,-35606.7021735308
s_22_25,C_r,-13022.864949108101,-35606.7021735308
s_22_26,C_r,-13022.299607478999,-35606.7101688521
s_22_27,C_r,-13021.542667778998,-35606.6457484521
s_22_28,C_r,-13020.666602958101,-35606.5089123308
s_22_29,C_r,-13019.8613479581,-35606.4042291808
s_22_30,C_r,-13019.104408258101,-35606.2834409308
s_22_22,C_r,-13024.685387979,-35606.6737189842
s_22_23,C_r,-13024.0647790581,-35606.6860684308
s_22_12,C_l,-13031.604984828899,-35605.9128477563
s_22_31,C_r,-13018.366995478998,-35606.0451215532
